model,pre_jaccard@10,pre_jaccard@20,pre_jaccard@30,pre_jaccard@40,pre_jaccard@50,post_jaccard@10,post_jaccard@20,post_jaccard@30,post_jaccard@40,post_jaccard@50,post_rbo@20,test_ndcg10,test_hr10
Pure-SI,0.026794669397223577,0.03309203622098597,0.038363047250297724,0.04328920669123145,0.047915719343888864,0.09104629440620153,0.1154858824658022,0.13238219279364852,0.14543411055900066,0.1561312094558516,0.1297467679557923,0.371782289249618,0.5942
w/o Item-CL,0.03882873835544114,0.046582130414656385,0.053221883470339654,0.06004032223649594,0.06613420018607558,0.17184170636724816,0.19976911810750966,0.21833529036316304,0.2324078386900065,0.2441369286799535,0.24083773397658026,0.4368419125323692,0.6674
w/o User-CL,0.04353764832518702,0.0545497076210359,0.06336631972940511,0.07174130187885648,0.07914795277269807,0.1522671619745923,0.18522807946366346,0.2104711494529569,0.22878920036674874,0.24400172346105645,0.21097215488949062,0.423618553963643,0.6586
EchoRec,0.04490801601792314,0.053491335849710143,0.06135443854949021,0.06867028382174124,0.07547292624793651,0.16075684812836516,0.193437178989877,0.2129175844114548,0.22978380094410414,0.24251475907344824,0.2282640823608816,0.4274621712587958,0.66
w/o Match,0.04490801601792314,0.053491335849710143,0.06135443854949021,0.06867028382174124,0.07547292624793651,0.14718431597069367,0.18037449680321307,0.20058193082674738,0.21695363400570544,0.23023775903270594,0.20802867416265827,0.4272800984303624,0.663
