model,pre_jaccard@10_mean,pre_jaccard@10_std,pre_jaccard@20_mean,pre_jaccard@20_std,pre_jaccard@30_mean,pre_jaccard@30_std,pre_jaccard@40_mean,pre_jaccard@40_std,pre_jaccard@50_mean,pre_jaccard@50_std,post_jaccard@10_mean,post_jaccard@10_std,post_jaccard@20_mean,post_jaccard@20_std,post_jaccard@30_mean,post_jaccard@30_std,post_jaccard@40_mean,post_jaccard@40_std,post_jaccard@50_mean,post_jaccard@50_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.0210118466414906,0.0017219516102563795,0.027625923401526756,0.0016848443966871007,0.03364404477618129,0.0015003085943571515,0.03914568831261458,0.0010480046361889647,0.044999956370469274,0.0008233237469194373,0.06360099184441288,0.0012887232422058496,0.0790441291292547,0.0009683740598330926,0.09119644303415719,0.0015849225598649763,0.10138934985243768,0.002050849012537953,0.11049263944642392,0.0022645422031753746,0.099544958248771,0.0021432600923563393,0.3137168779068182,0.522,3.0
EchoRec,0.05480804764550895,0.0027283786532251468,0.06540368872821069,0.002682530123997021,0.07504519799027341,0.0025761201287706984,0.08364940640939052,0.002019106221570178,0.09216591970671599,0.0017441997536825273,0.1338025631775632,0.0037923268562273706,0.16248118678479362,0.003436147814123188,0.1851697125168179,0.0027233519462653024,0.2033549267670005,0.002966685777999299,0.218510580963956,0.002231914447254216,0.18852624803388363,0.0037849834626154113,0.3797431542088846,0.595,10.0
