model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.059553366516643426,0.0008756730963509722,0.08172152671131773,0.0006136916463562142,0.05275958977602654,0.000395390220251311,0.3657205333053667,0.5610605249062668,22.0
EchoRec,0.07367059414601697,0.0005900095233605973,0.15383502358944692,0.00428331965467794,0.1332043717509532,0.003609295309686388,0.4087506784340829,0.6159614354579539,17.0
