model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.05250561043297026,0.0009231711459103465,0.07179064851572087,0.0008957284048936854,0.05199018419057946,0.0003899810543998609,0.3657205333053667,0.5610605249062668,22.0
EchoRec,0.06511917684191866,0.0005587916664035581,0.14009679176010134,0.0032841168073580555,0.13209490703595894,0.00360587189068285,0.4087506784340829,0.6159614354579539,17.0
