model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.04487767445673404,0.0010682497020847426,0.060367971531359456,0.0006144874866199498,0.050197986989537036,0.0003769991011809127,0.3657205333053667,0.5610605249062668,22.0
EchoRec,0.055913758406809906,0.0007389851607169135,0.12437469666676208,0.003036431339151842,0.12944571575750374,0.0036104939920760144,0.4087506784340829,0.6159614354579539,17.0
