model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.03914568831261458,0.0010480046361889647,0.10138934985243768,0.002050849012537953,0.10489830377567715,0.0021267948787358436,0.3137168779068182,0.522,3.0
EchoRec,0.08364940640939052,0.002019106221570178,0.2033549267670005,0.002966685777999299,0.19917794275531694,0.0037674962201797706,0.3797431542088846,0.595,10.0
