model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.06587266253505272,0.0018052776912820501,0.07579909231806477,0.0010617907319554415,0.06980590356864037,0.0012878359619061762,0.3137168779068182,0.522,3.0
EchoRec,0.07504519799027341,0.0025761201287706984,0.1851697125168179,0.0027233519462653024,0.19602197339172056,0.003781666763020747,0.3797431542088846,0.595,10.0
