model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.02744625452520189,0.001178420782905803,0.021519370321227905,0.0014239214905092585,0.03356791434746972,0.00044254836703567775,0.2736444015873868,0.4548,5.0
EchoRec,0.042088603461668476,0.0019388466166910434,0.06968175167052874,0.0029338955968023785,0.09295290323686083,0.004732925157615282,0.3312627894345692,0.5216,8.0
