model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.024471346304201096,0.0009625080641803938,0.05290293301492105,0.0004955824526549827,0.054402691221328285,0.001198827544904982,0.3657205333053667,0.5610605249062668,22.0
EchoRec,0.04707568280653098,0.00041625941636823897,0.10527014834369915,0.001645033027987777,0.12343539864686105,0.0037122570924828496,0.4087506784340829,0.6159614354579539,17.0
