model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.027625923401526756,0.0016848443966871007,0.0790441291292547,0.0009683740598330926,0.099544958248771,0.0021432600923563393,0.3137168779068182,0.522,3.0
EchoRec,0.06540368872821069,0.002682530123997021,0.16248118678479362,0.003436147814123188,0.18852624803388363,0.0037849834626154113,0.3797431542088846,0.595,10.0
