model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.03309203622098597,0.00017832931462010386,0.1154858824658022,0.0028392798613858595,0.1297467679557923,0.0029759008149903006,0.371782289249618,0.5942,7.0
EchoRec,0.053491335849710143,0.0011344792858511404,0.193437178989877,0.0035273770099888482,0.2282640823608816,0.0028461256583808834,0.4274621712587958,0.66,7.0
