model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.047736553492947593,0.0007140527076434267,0.04391687452879714,0.001866283877003771,0.03977093525513797,0.0009293138853556338,0.2736444015873868,0.4548,5.0
EchoRec,0.06378345345244706,0.0013679941679151082,0.10806546535529206,0.0020398459597290594,0.11010134475093998,0.004342943443760273,0.3312627894345692,0.5216,8.0
