model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.044999956370469274,0.0008233237469194373,0.11049263944642392,0.0022645422031753746,0.10559262217651284,0.0021201289850435166,0.3137168779068182,0.522,3.0
EchoRec,0.09216591970671599,0.0017441997536825273,0.218510580963956,0.002231914447254216,0.20046270025831148,0.003759187665102314,0.3797431542088846,0.595,10.0
