model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.0210118466414906,0.0017219516102563795,0.06360099184441288,0.0012887232422058496,0.09191966594272911,0.002278511626134812,0.3137168779068182,0.522,3.0
EchoRec,0.05480804764550895,0.0027283786532251468,0.1338025631775632,0.0037923268562273706,0.17069441171741162,0.003758967772097169,0.3797431542088846,0.595,10.0
