model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.03384097452809249,0.0004276084659274704,0.029228956342446304,0.0017056800524563958,0.03681997993624514,0.0007372740967441603,0.2736444015873868,0.4548,5.0
EchoRec,0.04996783356282416,0.0014262716279001089,0.08498641250459332,0.0021572562246115414,0.10355455436984758,0.004462420444394797,0.3312627894345692,0.5216,8.0
