model,pre_jaccard@20_mean,pre_jaccard@20_std,post_jaccard@20_mean,post_jaccard@20_std,post_rbo@20_mean,post_rbo@20_std,test_ndcg10,test_hr10,best_epoch
Pure-SI,0.054700227485501234,0.0007402681588531819,0.050195750013207786,0.0017367837291614014,0.04021467078124965,0.0009461812836141583,0.2736444015873868,0.4548,5.0
EchoRec,0.07008340483310639,0.0014900594622019709,0.1176990200712562,0.0024374317891389962,0.1109192686652029,0.0043313273884679655,0.3312627894345692,0.5216,8.0
